Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
XTSLA,139926082.0,2.8082%,0.0,0.00%,0.0,0.0,0.00%,5122722907.0,4982796825.0
INTC,29355993.370000005,7.0543%,108.15,12.92%,107.528,198481963.791266,66.38%,445499393.15,416143399.78
AAPL,14320677.350000143,1.8740%,284.18,2.66%,282.4091,49311712.249733,5.66%,778508091.1800001,764187413.8299999
UMC,13452839.0,9383.8903%,14.01,7.94%,13.9365,23357494.820082,152.56%,13596200.0,143361.0
NVDA,12744948.01999998,0.9506%,196.5,-1.00%,197.5549,113406620.690002,-9.54%,1353410561.5,1340665613.48
MSFUT,12160116.0,11.7591%,0.0,0.00%,0.0,0.0,0.00%,115570189.0,103410073.0
T,12106812.799999952,3.3349%,25.9,-0.77%,25.9754,24482355.515113,4.45%,375135204.9,363028392.1
MRVL,11284791.0,25.7848%,168.75,3.11%,169.0135,22284440.961668,53.19%,55050111.0,43765320.0
BAC,11263500.930000007,3.1435%,53.12,1.78%,53.0933,28458642.397092,-33.71%,369571632.12,358308131.19
MCHP,11048336.180000007,18.7564%,98.48,3.34%,98.1173,11012059.754738,31.70%,69952537.48,58904201.3
PFE,9815146.149999976,3.4566%,26.45,0.57%,26.3417,57656105.0358,66.72%,293769016.45,283953870.3
ASX,9675728.0,11280.8851%,33.44,3.59%,33.307,9573439.151109,31.27%,9761499.0,85771.0
AMZN,8973498.5,1.8393%,273.55,0.55%,275.0335,41908529.622932,-14.62%,496850632.55,487877134.05
WMT,8928472.460000038,2.8483%,130.79,0.35%,130.914,10637307.061851,2.87%,322390036.79,313461564.33
SGAFT,8509000.0,7.1191%,0.0,0.00%,0.0,0.0,0.00%,128033100.0,119524100.0
QCOM,8462366.170000002,7.9800%,186.55,10.79%,181.7784,34274858.176671,48.26%,114506818.55,106044452.38
ON,8068795.630000003,26.5934%,102.67,0.62%,101.7735,22723962.737385,33.66%,38410158.67,30341363.04
XOM,7866709.189999998,3.3019%,154.88,0.77%,154.4855,12494644.595473,-12.25%,246114272.88,238247563.69
C,7431641.38000001,6.7953%,128.01,1.89%,127.6828,13566886.157763,-9.72%,116795338.01,109363696.63
VZ,7290247.770000011,3.2271%,47.34,-0.48%,47.4602,15148075.513911,-16.22%,233196598.34,225906350.57
AMD,7180897.719999999,5.2009%,355.26,4.02%,362.28,64235117.358754,52.96%,145252037.26,138071139.54
