Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
XTSLA,118757012.0,2.0654%,0.0,0.00%,0.0,0.0,0.00%,5868559469.0,5749802457.0
MSFUT,17661495.0,13.6457%,0.0,0.00%,0.0,0.0,0.00%,147090192.0,129428697.0
3800,5006000.0,0.8616%,0.0,0.00%,0.0,0.0,0.00%,586015181.0,581009181.0
IUGXX,4786688.040000021,1.2343%,0.0,0.00%,0.0,0.0,0.00%,392590157.3,387803469.26
SBSP3,3931024.2,400.0000%,0.0,0.00%,0.0,0.0,0.00%,4913780.24,982756.04
MS,1891988.7199999988,1.7666%,187.08,-1.72%,186.9397,5107604.448753,24.36%,108989451.08,107097462.36
NXT AU,1330339.0,17.5611%,0.0,0.00%,0.0,0.0,0.00%,8905808.0,7575469.0
968,1090000.0,0.8343%,0.0,0.00%,0.0,0.0,0.00%,131731905.0,130641905.0
F,956458.8400000334,0.3543%,12.24,-1.29%,12.241,48672835.077336,9.97%,270936530.24,269980071.4
3868,850000.0,0.7764%,0.0,0.00%,0.0,0.0,0.00%,110323169.0,109473169.0
NVDA,633724.0799999237,0.0470%,209.25,-1.84%,209.9609,123732664.566485,-31.38%,1349302406.25,1348668682.17
CRBG,576618.0,3.2025%,26.95,0.07%,26.9455,13635474.742805,112.82%,18581938.0,18005320.0
AMZN,492045.3400000334,0.0994%,263.04,1.29%,262.7462,71734244.71942,69.98%,495540192.04,495048146.7
HPQ,477527.4099999964,0.5334%,20.14,2.08%,20.2542,14764746.346519,19.35%,90010283.14,89532755.73
GSISW,460000.0,2.8589%,0.0,0.00%,0.0,0.0,0.00%,16550000.0,16090000.0
AAPL,439028.46000003815,0.0566%,270.17,-0.20%,269.7017,29838411.956538,-25.43%,775980407.1700001,775541378.71
3576,423000.0,0.8305%,0.0,0.00%,0.0,0.0,0.00%,51356161.0,50933161.0
KOS,364889.0,1.0182%,3.06,3.38%,3.0512,16994356.462178,-1.07%,36200203.0,35835314.0
CMCSA,357962.12000000477,0.1239%,26.76,-3.18%,26.9703,31914359.892316,35.53%,289275429.76,288917467.64
NFLX,343086.85000002384,0.1134%,92.12,-0.16%,92.0901,26122087.440557,-21.83%,302991798.12,302648711.27
CSCO,299327.70999997854,0.0908%,89.57,3.12%,88.8848,15427939.703579,-8.64%,330062460.57,329763132.86
PBF,288531.0,2.4381%,43.13,4.25%,43.1372,4080860.821258,64.75%,12122831.0,11834300.0
KMI,282273.0500000119,0.1838%,31.84,0.16%,31.7572,10095877.617657,-13.00%,153854282.84,153572009.79
WFFUT,282000.0,2.7207%,0.0,0.00%,0.0,0.0,0.00%,10646999.0,10364999.0
AIFC,280138.0,100.0000%,0.8593,0.00%,0.8375,4149304.240199,0.00%,280138.0,0.0
M,274384.0,1.2735%,19.3,-0.67%,19.3039,3748648.611273,-21.02%,21819588.0,21545204.0
WBD,274129.10000002384,0.1288%,27.05,0.37%,27.0587,12493546.280633,-18.80%,213130999.05,212856869.95
T,258159.68999999762,0.0693%,25.75,-1.19%,25.8318,22790625.790175,-24.98%,372702444.75,372444285.06
TSLA,257549.780000031,0.1561%,372.8,-0.86%,372.8633,45390241.971559,-10.76%,165241222.8,164983673.01999998
SVC,213220.0,1.0482%,1.5,-2.60%,1.5146,10071830.533846,0.47%,20555446.0,20342226.0
GOOGL,209686.16000002623,0.0713%,349.94,0.05%,353.9049,35376329.768256,27.14%,294445757.94,294236071.78
VTRS,205545.15000000596,0.2433%,14.97,1.01%,14.9569,12111124.515988,11.08%,84692652.97,84487107.82
DINO,202756.0,1.1706%,65.93,5.10%,65.8187,3348025.357082,55.20%,17523580.0,17320824.0
MSFT,200932.20999997854,0.0503%,424.46,-1.12%,423.7278,38288487.828359,25.80%,399550435.46,399349503.25
XOM,197672.1099999845,0.0809%,154.67,2.73%,153.7229,14919132.088295,-1.65%,244517952.67,244320280.56
APA,196354.6700000018,0.4485%,40.32,4.32%,39.9418,5559898.73334,-8.76%,43976432.32,43780077.65
WMT,190741.41999995708,0.0595%,128.01,0.33%,127.5726,16538831.670608,1.21%,320784574.01,320593832.59000003
GOOG,187990.81000000238,0.0772%,347.31,-0.05%,350.8745,22232156.028882,20.17%,243690627.31,243502636.5
CRGY,187417.0,0.4827%,13.6,4.06%,13.4656,6086150.817296,78.95%,39014714.0,38827297.0
BKR,182775.1400000006,0.1836%,68.81,1.68%,68.5345,7603034.158797,-10.72%,99739289.81,99556514.67
TTB-R,177900.0,0.2945%,0.0,0.00%,0.0,0.0,0.00%,60575496.0,60397596.0
FLNC,173292.0,5.2545%,11.83,-4.21%,11.6823,4923505.219693,-11.94%,3471237.0,3297945.0
6244,169000.0,0.7785%,0.0,0.00%,0.0,0.0,0.00%,21876132.0,21707132.0
OKE,166841.5300000012,0.3127%,89.32,-0.52%,89.4176,6307077.191687,28.96%,53521479.32,53354637.79
VG,166662.0,1.2102%,13.16,8.22%,13.0014,25541229.239775,78.87%,13938235.0,13771573.0
WULF,158230.0,0.9144%,20.02,-3.75%,20.1059,23647882.151784,-12.46%,17463009.0,17304779.0
6865,158000.0,0.8202%,0.0,0.00%,0.0,0.0,0.00%,19422421.0,19264421.0
TFC,149945.5,0.1772%,50.65,-0.98%,50.748,6869445.671385,-7.83%,84769735.65,84619790.15
PR,148992.0,0.2707%,21.65,3.54%,21.4,12580276.343476,-28.07%,55192629.0,55043637.0
SLB,143930.04999999702,0.1200%,55.7,0.09%,55.6337,13345367.451617,-2.01%,120064010.7,119920080.65
