Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
CLP,56412222.52,887.4949%,0.0,0.00%,0.0,0.0,0.00%,62768565.52,6356343.0
-,44986760.98999977,1.1164%,0.0,0.00%,0.0,0.0,0.00%,4074561105.27,4029574344.28
DVN,19578407.309999995,36.8371%,46.6,-8.61%,46.9631,41051280.259331,175.21%,72727059.3,53148651.99
VEEV,5501383.35,167.6780%,167.35,-2.24%,167.6495,35855928.970899,714.01%,8782305.35,3280922.0
ADT,5391729.0,9.9030%,6.98,-0.43%,7.0126,40014894.471941,115.86%,59837212.0,54445483.0
AGPXX,3776581.7700000405,0.8223%,0.0,0.00%,0.0,0.0,0.00%,463036526.54,459259944.77
MIZUHO,2925000.0,146.1039%,0.0,0.00%,0.0,0.0,0.00%,4927000.0,2002000.0
SIRI-R TB,2840800.0,1.0882%,0.0,0.00%,0.0,0.0,0.00%,263895600.0,261054800.0
MSFUT,2738937.0,2.3699%,0.0,0.00%,0.0,0.0,0.00%,118309126.0,115570189.0
UBS,1933000.0,30.2931%,45.21,2.52%,45.2829,2235382.029629,-1.85%,8314000.0,6381000.0
BB,1683728.0,10.8337%,5.99,6.96%,5.8155,27525688.278714,1.36%,17225371.0,15541643.0
CRBG,1553910.0,7.9670%,28.05,-1.44%,28.0894,25843940.894536,108.09%,21058194.0,19504284.0
MS,1381572.099999994,1.2512%,193.35,2.17%,193.3631,6319466.983953,31.44%,111804366.35,110422794.25
WNDR CN,1132650.0,17.6731%,0.0,0.00%,0.0,0.0,0.00%,7541537.0,6408887.0
1816 HK,1071000.0,0.2101%,0.0,0.00%,0.0,0.0,0.00%,510712000.0,509641000.0
KEEL CN,1053075.0,17.6226%,0.0,0.00%,0.0,0.0,0.00%,7028776.0,5975701.0
ADRO IJ,1012300.0,1.0843%,0.0,0.00%,0.0,0.0,0.00%,94369500.0,93357200.0
AFC LN,888180.0,5.9430%,0.0,0.00%,0.0,0.0,0.00%,15833060.0,14944880.0
IUGXX,885810.2900000215,0.2226%,0.0,0.00%,0.0,0.0,0.00%,398773150.16,397887339.87
PTBA IJ,879800.0,1.0825%,0.0,0.00%,0.0,0.0,0.00%,82155500.0,81275700.0
NEL NO,818400.0,5.9435%,0.0,0.00%,0.0,0.0,0.00%,14588120.0,13769720.0
TFG-R TB,805600.0,1.0820%,0.0,0.00%,0.0,0.0,0.00%,75259100.0,74453500.0
1516 HK,768500.0,1.0836%,0.0,0.00%,0.0,0.0,0.00%,71691700.0,70923200.0
9660 HK,724200.0,0.7809%,0.0,0.00%,0.0,0.0,0.00%,93459600.0,92735400.0
601958 C1,645000.0,1.7298%,0.0,0.00%,0.0,0.0,0.00%,37932315.0,37287315.0
CAN,627083.0,5.1020%,0.554,1.00%,0.5418,10348527.618139,27.29%,12917917.0,12290834.0
6808 HK,604200.0,1.0868%,0.0,0.00%,0.0,0.0,0.00%,56196500.0,55592300.0
RXRX,589361.0,1.5347%,3.43,1.78%,3.316,17691358.503664,31.20%,38991409.0,38402048.0
GERN,573192.0,1.3534%,1.58,-4.24%,1.6285,21462827.878329,36.18%,42924993.0,42351801.0
1164 HK,570000.0,0.1276%,0.0,0.00%,0.0,0.0,0.00%,447390500.0,446820500.0
600392 C1,544000.0,1.7155%,0.0,0.00%,0.0,0.0,0.00%,32253981.0,31709981.0
863 HK,510000.0,5.6961%,0.0,0.00%,0.0,0.0,0.00%,9463500.0,8953500.0
1611 HK,465000.0,17.7177%,0.0,0.00%,0.0,0.0,0.00%,3089500.0,2624500.0
S,445773.0,4.0062%,15.33,-3.34%,15.3115,9544882.230507,38.83%,11572968.0,11127195.0
600111 C1,443000.0,1.7073%,0.0,0.00%,0.0,0.0,0.00%,26389984.0,25946984.0
BTBT,440148.0,1.9427%,1.93,7.82%,1.8756,35293918.645817,13.88%,23096602.0,22656454.0
NDA CN,438900.0,17.6219%,0.0,0.00%,0.0,0.0,0.00%,2929550.0,2490650.0
SAIL,410805.0,8.3883%,11.62,-4.36%,11.693,3574661.937886,85.90%,5308191.0,4897386.0
UBER,398792.2199999988,0.3914%,79.17,8.53%,78.6891,35783028.179397,30.48%,102287271.17,101888478.95
MNKD,384091.0,1.4595%,3.56,24.48%,3.8143,36837614.439349,1115.94%,26701275.0,26317184.0
SOSI SS,375482.0,7.8386%,0.0,0.00%,0.0,0.0,0.00%,5165669.0,4790187.0
9979 HK,360400.0,1.0892%,0.0,0.00%,0.0,0.0,0.00%,33450100.0,33089700.0
IBRX,359178.0,1.5093%,8.38,10.55%,8.1245,19637732.793501,106.49%,24156244.0,23797066.0
HIVE CN,324075.0,17.6736%,0.0,0.00%,0.0,0.0,0.00%,2157744.0,1833669.0
T,322371.6700000167,0.0859%,25.57,-1.27%,25.6175,34338959.364659,40.26%,375457576.57,375135204.9
KOS,292898.0,0.7869%,2.89,-7.37%,2.9077,22143521.276982,-20.66%,37513472.0,37220574.0
IOVA,275117.0,1.0832%,4.09,2.76%,4.0632,17051722.557715,-7.08%,25674633.0,25399516.0
ARDX,264027.0,1.5954%,7.1,-0.42%,7.141,4663168.482646,-20.39%,16813466.0,16549439.0
600549 C1,263978.0,1.7312%,0.0,0.00%,0.0,0.0,0.00%,15512321.0,15248343.0
TENB,262207.0,3.7514%,21.16,0.67%,21.0309,3935149.753363,63.70%,7251695.0,6989488.0
1114 HK,249100.0,1.0810%,0.0,0.00%,0.0,0.0,0.00%,23293100.0,23044000.0
TLS,245891.0,3.1061%,4.2,-5.83%,4.2664,415556.317104,22.36%,8162284.0,7916393.0
SANA,239761.0,1.5971%,3.64,4.30%,3.6351,3566392.826453,113.55%,15251663.0,15011902.0
ABTC,235725.0,15.8788%,1.25,1.63%,1.2315,15618049.460909,17.63%,1720251.0,1484526.0
BCRX,229314.0,1.2413%,8.83,-2.21%,8.5493,9013159.00206,140.66%,18703171.0,18473857.0
