Holding_Ticker,Shares_Change,Change_Pct,Price,Price_Change_Pct,VWAP,Volume,Volume_Change_Pct,Shares_T0,Shares_T1
-,433141825.13999987,12.0473%,0.0,0.00%,0.0,0.0,0.00%,4028495505.44,3595353680.3
SAUD3 BZ,5444200.0,100.0000%,0.0,0.00%,0.0,0.0,0.00%,5444200.0,0.0
1816 HK,4284000.0,0.8489%,0.0,0.00%,0.0,0.0,0.00%,508927000.0,504643000.0
CWEN,2870774.0,25.8965%,38.57,-4.29%,38.7818,1155436.678961,21.01%,13956356.0,11085582.0
LTR AU,2421777.0,1.9938%,0.0,0.00%,0.0,0.0,0.00%,123887618.0,121465841.0
1164 HK,2366800.0,0.5330%,0.0,0.00%,0.0,0.0,0.00%,446440500.0,444073700.0
IUGXX,2007778.199999988,0.5057%,0.0,0.00%,0.0,0.0,0.00%,399053724.55,397045946.35
GSISW,1710000.0,10.3323%,0.0,0.00%,0.0,0.0,0.00%,18260000.0,16550000.0
PLS AU,1163664.0,1.6757%,0.0,0.00%,0.0,0.0,0.00%,70609134.0,69445470.0
ONT,1160990.0,100.0000%,21.33,0.00%,21.2736,350032.382287,0.00%,1160990.0,0.0
XOM,997977.3599999845,0.4082%,153.69,0.62%,153.0822,14238449.745018,-7.89%,245483329.69,244485352.33
788 HK,880000.0,3.0175%,0.0,0.00%,0.0,0.0,0.00%,30043250.0,29163250.0
KMI,796390.599999994,0.5168%,32.47,-0.18%,32.371,13543642.592197,34.21%,154883350.47,154086959.87
ADT,697224.0,1.2969%,7.06,-6.49%,7.0975,54784215.920789,536.47%,54458956.0,53761732.0
SLB,687657.75,0.5692%,55.63,-2.27%,56.0595,9888394.490681,1.83%,121488338.63,120800680.88
SOSI SS,679277.0,18.5521%,0.0,0.00%,0.0,0.0,0.00%,4340730.0,3661453.0
CRBG,664929.0,3.5603%,27.07,-1.64%,27.1383,10715858.050494,51.42%,19340922.0,18675993.0
CVX,650534.9699999988,0.5407%,192.28,0.87%,191.4988,8229503.490883,-21.14%,120955483.65,120304948.68
KDCREIT SP,638600.0,1.7556%,0.0,0.00%,0.0,0.0,0.00%,37013368.0,36374768.0
DNN,553350.0,0.9891%,3.76,0.27%,3.7622,12451418.964166,6.38%,56496371.0,55943021.0
SVC,550983.0,2.5271%,1.5,-3.85%,1.5202,4931846.990246,-26.83%,22354061.0,21803078.0
DYL AU,515249.0,0.4751%,0.0,0.00%,0.0,0.0,0.00%,108962191.0,108446942.0
3350 JP,450300.0,5.9040%,0.0,0.00%,0.0,0.0,0.00%,8077300.0,7627000.0
WMB,423700.09999999404,0.5240%,75.41,-0.17%,75.3277,7589017.075874,64.22%,81289661.41,80865961.31
1686 HK,422400.0,3.0365%,0.0,0.00%,0.0,0.0,0.00%,14333200.0,13910800.0
VUL AU,411009.0,2.0552%,0.0,0.00%,0.0,0.0,0.00%,20409772.0,19998763.0
ILU AU,405562.0,2.2451%,0.0,0.00%,0.0,0.0,0.00%,18470179.0,18064617.0
COP,400749.12999999523,0.5280%,124.91,1.40%,124.5379,7793483.584876,0.12%,76302998.0,75902248.87
LAC,387485.0,2.0677%,5.54,-2.98%,5.5756,13493432.380377,8.33%,19127048.0,18739563.0
1772 HK,358800.0,2.1793%,0.0,0.00%,0.0,0.0,0.00%,16822573.0,16463773.0
863 HK,342000.0,3.9714%,0.0,0.00%,0.0,0.0,0.00%,8953500.0,8611500.0
